character,dialogue
Rachel," Hayır? Hey, bir dakika bekle! Phoebe, babasının kim olduğunu nereden alıyor?"
Phoebe, Bazen aptalca oynuyor olabilirim ama ben kıçını bırakmayan güzel sarışın bir kızdan biraz daha fazlasıyım.  Bunun görünürünün babasına ait olduğu yerde.
Rachel," Aman Tanrım... Ah, şu anda orada mı?"
Phoebe, Evet. Şimdi arkanı dönebilirsin ya da içeri girip Band-Aid'i sökebilirsin. Ne yapmak istiyorsun?
Rachel, Hadi görüyorsun!
Phoebe, gerçekten mi? Emin yanlış mı?
Rachel, Ah Phoebe!
Phoebe," Tamam, özür diliyorum. Evet.  Hey Rach."
Chandler, Sahneye çık. Konuşmanı sırasında bir fotoğraf çekeceğim.
Ross, Tamam. Tamam!
Ross, 1995 Buick LeSabre'nin sahibi lütfen kabula bakabilir mi? Arabanız çekilecek.
Endişeli Düğün Konuğu,  Bu benim arabam!
Ross, 95 LeSabre mil?!
Endişeli Düğün Konuğu, Evet!
Ross, Yeşil LeSabre mi?
Endişeli Düğün Konuğu, Evet!
Ross," Özür dilerim, mavi LeSabre demek istiyorum."
Endişeli Düğün Konuğu, Evet! Yeşil-mavi!
Ross," Hadi! Hadi koş!  Chandler: Tamam oğlum, fotoğraf için hazır mısın?"
Ross, Evet.
Chandler," Koşmaya hazır ol.  Düğünün kutlu olsun.   Etiket: Peki, bu ne hakkında?"
Phoebe," Rachel'ın sana söylemek istediğini bir şey var ve şey, muhtemelen bu senin kırmızı kazasının."
Etiket, Hayır.  Bu benim kırmızı kazağım.
Phoebe, Ah hayır. Birine kahve veya... su içebilir miyim? Hayır? Sadece benim için mi? Tamam.  Etiket: Neler oluyor Rach?
Rachel," Hiçbir şey! Phoebe bir hata yaptı. Ama bilirsin, o kazayı çok giyiyorsun, bir tür meydan okumayı mı karıştırdın?"
Etiket," Biliyor musun, aslında Phoebe'nin aramasına sevindim.  Ayrılmamızın sebebinin yeterince olgun olmadığımı düşünmediğini biliyorum ama gerçekten büyümüşüm ve tekrar bir araya gelmemiz gerektiğini düşünüyorum."
Rachel," Ah, doğru zaman değil."
Etiket, Doğru zaman.
Rachel, Tamam.
Etiket, Daha fazlasına hazırım.
Rachel, Etiket...
Etiket," Hadi Rach, bir kez daha deneyelim."
Rachel, Bebek sahibi oluyorum.
Etiket, Oh.
Rachel, Gidebilirsin.
Etiket, Teşekkür ederim.
Monica,  Bunların hiçbirinin nasıl açıldığını bilmiyorum?!
Joey,  Hepsini mi açtın?
Monica," Biliyorum! Biliyorum! Ben berbat bir insanım! Yani, Chandler bir daha asla bana hiçbir şey için güvenmeyecek!"
Joey," Ah, hey! Annemin ve babamın hediyesini aldın!"
Monica, Evet. Bu ne?
Joey," Şey, bilmiyorum. Sanırım salamda bir etkisi var."
Monica, Hey! Nasıl geçti?
Joey, Evet. Ne-ne dedi Tag?
Rachel, Tag baba değil! Ve Joey şimdi biliyor mu?
Joey," Evet, Rach. Evet, ve senin için çok mutluyum."
Rachel," Vay canına, sütyenimi çıkarmaya bile çalışmadın!"
Monica, Peki bunu kime söyleyeceksin?
Rachel," Hayır, söyleyeceğim. Sadece bu gece buna hazır değilim."
Joey," Hey Rach dinle, bu adam ne derse desin, bilmeni isterim ki bu konuda yalnız olmayacaksın."
Rachel, Değilim?
Joey," Dinle, ben şey...  Özellikle bekar bir anneysen dışarıda korkutucu bir dünya var. Biliyor musun, seninle aramızda özel bir bağ varmış gibi hissettim hep. Biliyor musun? Yani,  Rachel Green benimle evlenir misin?"
Rachel, Ne?
Monica, Ne?!
Phoebe, Ne?!!
Joey," Pheebs, yüzüğü geri ver!"
Phoebe, Hayır!!
Rachel," Hayır! Joey, oh çok tatlısın. Çok çok tatlısın, tatlım. Ama ben aramıyorum, koca aramıyorum."
Joey,  Anlıyorum.
Rachel," Şimdi, izin verirsen gidip uzanacağım."
Phoebe, Bunun acımadığını söyleyemem. Ama seni geri alacağım Joey Tribbiani.
Joey," Evet. Pheebs, dinle bakalım. Ben sadece teklif ettim..."
Phoebe, Ooh! Bir Salam Arkadaşı!
Joey, İşte oldu!
Chandler, Geri döndük!
Monica, Harika! Mutfakta takılıyoruz!  Hadi mutfakta kalalım!
Chandler, Resim zamanı.
Ross, Şimdi bunlara bayılacaksın.
Chandler,"  İşte Ross'un bir resmi.  Ve bu benim.  Ve bu ben ve Ross.  Oh-ho, bu evli bir çift olarak ilk öpücüğümüzün resmi."
Monica, Vay canına! Bu harika bir resim!
Chandler, Eh?
Monica, Evet! Ve ilginç çünkü kameraları çantalarımızdan birinde buldum!
Ross," Hah, bunu beklemiyordum."
Chandler," Tamam, bu bizim ilk fotoğrafımız değil, ama benim ilk öpücüğümün fotoğrafı... bu kadınla. Suratındaki ifadeye bakılırsa eminim hatırlayacaksın. Yani ihtiyacımız yok——Bu fotoğrafa gerek yok. Gerçek fotoğrafları çekip hemen banyo ettirsem nasıl olur?"
Monica, Bu iyi bir fikir olurdu.
Chandler, Tamam.  Tüm hediyeleri bensiz mi açtın?! Bunu birlikte yapmamız gerektiğini sanıyordum!
Monica, Başka bir kadını öptün!
Chandler, Eşit mi?!
Monica, Tamam!
Ross, Ben gidip bunları  biraz suya batıracağım.
Phoebe," Bekle, bunları bu insanların düğününden mi çaldın?"
Ross," Hayır-hayır, onları otel lobisinden aldım. Evet, bana biraz kirli film ve bir torba Mashuga fıstığı için ücret alabileceklerini düşünüyorlar, bir tane daha düşünüyorlar.  Hey! Kazak! Bunu bir aydır arıyordum!"
Monica ve Phoebe, Aman Tanrım!!
Joey,  Aman Tanrım!
Ross, Hey! Nasılsın?
Etiket," İyi! İyi, uzun zamandır görüşemiyoruz."
Ross, Evet.
Tag, Kazak gibi.
Ross," Oh hey, hemen sana."
Tag," Oh, Rachel hakkında çılgınca, değil mi?"
Ross," Evet. O—Eh, o çılgın bir kadın mı?"
Tag, Peki o kim?
Ross,"  Şey, ben bir İtalyan adamı tanımıyorum. Hadi, kendi etiketini oku. Sonra görüşürüz."
Tag, Tamam.
Ross, Çok tuhaf.
Chandler, Hey! Bebeğim! Balayımıza çıkacağımız için heyecanlı değil misin?
Monica," Evet, heyecanlıyım!"
Chandler,"  Bermuda, Bahama, hadi güzel anne..."
Monica, Doğru. Yalnızken içinden at.
Joey,  Hey!
Phoebe, Evet! Harika bir balayı geçir!
Chandler, Ben gidip bavulumu hazırlasam iyi olur.
Monica," Ah hayır, çoktan bavulumu hazırladım. Ama bulamadığım tek şey senin mayon oldu."
Chandler," Bir mayo mu? Şey, bir mayom yok. Her zamanki uzun mayomu hazırlayacağım."
Rachel,  İyi ki hala buradasın!
Monica, Hey!
Rachel, Sana iyi balayı geçirmeni söylemek istiyorum!
Monica, Teşekkür ederim.
Rachel, Ve ayrıca bugün babaya söyleyeceğimi de bilmenizi istedim.  Ne? Ne? Ne?
Joey, Ross olduğunu biliyoruz!
Rachel, Nasıl?! Nereden biliyorsun?
Phoebe, Onun kazağıydı ama—Aman Tanrım!
Rachel," Ah, Ross'un önce bilmesini çok istiyordum ama sizlerin de bilmeniz beni çok rahatlattı."
Monica, Bu çok harika! Ve ben senin bebeğinin teyzesi olacağım!
Rachel, Biliyorum!
Phoebe, Ben de!
Joey, Amca olacağım! Gel buraya!
Rachel,  Hepiniz teyze ve amca olacaksınız.
Monica," Evet, ama kan bağı olan tek kişiyim."
Rachel, Tamam. Harika! Şimdi hepiniz bana yardım edebileceğinizi biliyorsunuz. Ross'a nasıl söyleyeceğim konusunda bana biraz tavsiye verin!
Monica," Peki, ne söyleyecektin?"
Rachel, Ona bebeği doğuracağımı ve istediği kadar dahil olabileceğini söyleyecektim.
Joey," Evet, kulağa hoş geliyor."
Rachel," Evet ama nereden başlasam? Yani, ilk söyleyeceğim şey ne?  Tamam, harika! Teşekkürler."
Monica, Hey! İyi şanslar!
Phoebe," Evet, hoşça kalın."
Joey, Hoşça kalın.
Chandler,"  Hey, ne hakkındaydı?"
Monica," Sanırım sana şimdi söylemekte bir sakınca yok, Rachel ve Ross'un bir bebeği olacak."
Chandler,  Ne?! Bunu bilmiyordum bile—Neden bana söylemedin?!  Neden böyle konuşuyorum?!
Monica, Bunu sır olarak saklayabileceğini düşünmemiştim.
Chandler,  Ne?!  Ben çok iyi bir sır saklarım. Tüm sırlarımızı sakladım.
Joey, Hangi sırlar?
Chandler," Aman Tanrım, hayır Joey, sana söylemeyeceğim çünkü ben çok iyi bir sır saklarım."
Joey,  Bana daha sonra söyler misin?
Chandler, Zaten biliyorsun.
Phoebe," Ah, insanları balayına uğurlamak çok romantik."
Joey," Biliyor musun, Monica ve Chandler evli. Ross ve Rachel'ın bebekleri olacak. Belki sen ve ben bir şeyler yapmalıyız."
Phoebe, Her şeyin zamanı geldi aşkım. Her şeyin zamanı geldi. Aman Tanrım! Gitarımı onların dairesinde unutmuşum. Beni daha sonra içeri alabilirsin.
Joey," Anahtarım yok, benimkini alıp sana verdiler."
Phoebe, Ne?! Benimkini alıp sana verdiler!
Joey, Neden anahtarlarımızı alsınlar ki?
Phoebe, Belki de bize güvenmiyorlardır.
Joey," Hayır, mesele bu değil. Şehir dışına çıktıkları son seferde anahtarımı saklamama izin verdiler."
Phoebe, Ketçap şişesini kırıp Monica'nın misafir havlularıyla temizlediğin zamanı mı kastediyorsun?
Joey," Hey, onları ben yıkadım!"
Phoebe," Hayır, sen yıkamadın."
Joey," Evet, bu bana benzemiyordu."
Phoebe," Peki, ne yapacağım? Gitarıma gerçekten ihtiyacım var!"
Joey," Evet, orada da eşyalarım var."
Phoebe, Ne eşyaları?
Joey," Monica'nın tavuk parmigiana'sı! Ben hallederim.  Hey Bay Treeger, ben Joey Tribbiani. Dinle, Monica ve Chandler'ın dairesine girmem gerek. Acil bir durum.  Uhh, gaz kaçağı! Evet, oh, ve sarımsaklı ekmek getir."
Ross,  Hey!
Phoebe, Rachel seni buldu mu?
Ross, Hayır neden?
Phoebe," Ah, seni arıyormuş."
Ross," Ah, sanırım daha sonra görüşürüz."
Phoebe," Şey, şimdi seninle gerçekten konuşmak istiyordu."
Joey," Evet, oldukça önemli görünüyordu."
Ross, Aman Tanrım.
Phoebe, Ne?
Ross, Sanırım bunun ne hakkında olduğunu biliyorum.
Joey, Gerçekten mi?
Ross," Evet. Şey, şey, bunu kimseye söylemeyeceğimize söz vermiştik ama şey, yaklaşık bir ay önce Rachel ve ben birlikte yattık."
Phoebe,  Ve?
Ross, Vay canına! Biraz daha şok olacağını düşünmüştüm.
Phoebe," Ah, özür dilerim.  Ve?!"
Ross," Şey, biz-biz sadece bir kereliğine yapacağımızı söylemiştik ama şimdi sanırım tekrar başlamak istiyor."
Joey," Evet, bence bu değil."
Ross, Neden? Ne-ne olabilir ki?
Joey," Vay canına, iyi hissetmiyorum."
Ross, Sana söylüyorum. Sana söylüyorum. İşte bu. Düğün sırasında bana tuhaf tuhaf bakmasına şaşmamalı. Sana hiçbir şey söylemedi mi?
Phoebe,  Belki de yediğin bir şeydir?
Joey," Lütfen, sadece, sadece, sadece git ve Rachel'la konuş."
Ross," Evet, sanırım konuşmalıyım.  Dostum, ne anlamam gerektiğini biliyor musun? Belki de ben kadınların sadece bir gece geçirebileceği türden bir adam değilim. Bilirsin, onlar her zaman biraz daha fazlasını isterler. Bunu hatırlamalıyım."
Bilet Görevlisi, Sıradaki?
Monica," Öpüşüyorlar, hadi etraflarından dolaşalım."
Chandler," Ah tatlım, onları rahat bırak, aşıklar."
Monica, Ben de aşığım! Ama düzenli bir şekilde.
Bilet Görevlisi, Sıradaki?
Monica,"  Merhaba! Bunu yapıp yürüyebilir misiniz? Çünkü ""Sıradaki"" dedi."
Kadın, Özür dilerim. Sizi duymadık; balayımızdayız.
Bilet Görevlisi," Ah, ne yapabileceğime bir bakayım.  Birkaç tane birinci sınıf koltuk mevcut."
Monica,  Duydunuz mu?! Balayında oldukları için onları birinci sınıfa aldılar! Hadi! Balayındaymış gibi davranalım.
Chandler, Balayındayız.
Monica, Kıçımı tut!
Bilet Görevlisi, Sıradaki?
Monica," Merhaba, özür dilerim. Sizi neredeyse duyamayacaktım, çünkü biliyorsunuz yeni kocama aşık oldum. Balayımızdayız."
Bilet Görevlisi," Tebrikler. Tamam, Bay Bing, siz 25J'de olacaksınız ve Bayan Bing, siz 25K'de olacaksınız."
Monica," Ah hayır, balayımızdayız. Öyleyse, şey, küçük şeyini yapıp bizi birinci sınıfa yükseltebilir misin?"
Bilet Görevlisi," Üzgünüm, tüm birinci sınıf koltuklarımız dolu. O çift son ikisini aldı."
Monica," Bak, dediğim gibi onları atlatsaydık, biz—O bize o biletleri verirdi. Kahretsin!"
Chandler," 25J ve K, bunların birlikte olma ihtimali var mı?"
Joey, Hala anahtarımı aldıklarına inanamıyorum. Seninkini bana emanet et.
Phoebe, Elbette inanıyorum! Ve anahtarları parlatma yerinde işleri biter bitmez sana geri vereceğim.
Joey, Bu ne lan?
Joey," Vay canına! Vay canına! Treeger, ne yapıyorsun?"
Bay Treeger, Burada bir gaz kaçağı olduğunu söyledin.
Phoebe, Peki neden anahtarını kullanmıyorsun?
Bay Treeger," Çünkü ben bunu bu şeyin üzerinde bulduğumda , bütün yer patlamış olabilir. Eğer bu benim yönettiğim başka bir binada olursa, insanlar soru sormaya başlayacak.  Hadi! Acele et."
Phoebe, Ah! Bunu yapabilirdik.
Monica, Şuna bak! Şuna bak! Birinci sınıf lounge'a gidiyorlar! Orada ne olduğunu biliyor musun?
Chandler, Hayır.
Monica, Ben de! İçeri girmeliyiz!
Chandler, Sadece aitmişsin gibi davran.
Monica, Aman Tanrım! Portakallar!
Chandler, Şşş!  Seni tekrar görmek güzel.
Havayolu Çalışanı," Uh efendim, biletlerinizi görebilir miyim lütfen?"
Chandler," Evet, tabii."
Havayolu Çalışanı," Özür dilerim, baş parmağınızı oynatabilir misiniz? Koltuk numarasını göremiyorum."
Chandler," Ah sorun değil, ezberledim. 1A."
Havayolu Çalışanı,"  Efendim, bu birinci sınıf bilet değil. Üzgünüm."
Chandler, Özrünüz kabul edildi. Affedersiniz.
Havayolu Çalışanı, Efendim! Korkarım sizden ayrılmanızı istemek zorunda kalacağım.
Monica, Tamam.  Hadi! Hadi! Hadi!
Rachel,  Merhaba!
Ross, Merhaba.
Rachel," Merhaba.  Şey, sanırım gerçekten konuşmamız gereken bir şey var."
Ross,"  Sanırım biliyoruz. Neden içeri girmiyoruz?  Bak, şey, neden burada olduğunu biliyorum."
Rachel, Biliyorsun?
Ross," Evet, ve seni herhangi bir utançtan kurtarmak için şey, sanırım önce ben konuşmalıyım."
Rachel,  Tamam.
Ross," Tamam.  Şey, Ross ve Rachel. Rachel ve Ross. Bu gerçekten çok inişli çıkışlı bir durum, değil mi?"
Rachel,  Ne?
Ross," Yani bak, o-o gece geçirdiğimiz eğlenceliydi ve... ve kesinlikle tutkuluydu, ama sence sadece arkadaş kalsak daha iyi olmaz mı?"
Rachel, Cidden. Ne?!
Ross," Tamam. Tamam. Biliyor musun? Eğer istersen, bir kez daha yapabiliriz. Yani, ben buna razıyım. Aslında, şu anda biraz zamanım var."
Rachel," Tamam, biliyor musun? Şimdi konuşabilir miyim?"
Ross," Ah, tabii."
Rachel,"  Hamileyim.  Ross?  Ross?  Tamam, ne zaman hazır olursan.  Ve bu arada sen babasın—ama bunu yapabilirsin..."
Rachel,  Sana biraz su getirebilir miyim?
Ross, İyiyim. İyiyim.
Rachel," Ross, üzerinde hiçbir baskı yok. Tamam mı? Yani istediğin kadar dahil olabilirsin."
Ross," Evet, şey... Ben sadece... Bilmiyorum... Anlamıyorum, şey, bunun nasıl olduğunu? Biz... Prezervatif kullandık."
Rachel, Biliyorum. Biliyorum ama prezervatiflerin sadece %97 oranında işe yaradığını biliyorsun.
Ross, Ne? Ne? Ne?!! Bunu kutuya yazmalılar!!!
Rachel, Yazıyorlar!
Ross, Hayır yazmıyorlar!!!  Bunu kocaman siyah harflerle yazmalılar!!!!
Rachel, Tamam Ross hadi prezervatifleri unutalım.
Ross," Eh, belki de yazmışımdır!"
Rachel," Dinle, biliyor musun? Ben de öğrendiğimde çok korkmuştum..."
Ross," Korktun mu? Hey hayır, korkmuyorum! Öfkeliyim! Bir tüketici olarak!"
Rachel," Biliyor musun? Hadi, hadi daha sonra konuşalım."
Ross," Hayır! Hayır! Şimdi konuşmak istiyorum! Tamam mı? Ben—Aslında,  Prezervatif şirketinin başkanıyla konuşacağım!"
Rachel," Tamam, belki geri dönmeliyim..."
Ross,  Şşş! Şşş! Şşş!
Rachel,  Tamam.
Ross,"  Evet, 1'e basacağım!"
Bay Treeger, Her yere baktım. Gaz kaçağı yok.
Joey,  Ha. O zaman bunu ısıtabilir miyim?
Bay Treeger," Neyse, şey, ben yeni kapıya geçeyim."
Phoebe," Harika! Ve dinle, bize bir iyilik yapıp Chandler ve Monica'ya bundan bahsetmez misin? Çünkü bilirsin, şey, onların kendi çocukları yok ve bu kapı onlar için bir çocuk gibiydi."
Bay Treeger," Eh, yeni bir kilit takmam gerekecek, zaten öğrenecekler."
Phoebe, Ah hayır.
Bay Treeger,"  Vay canına! Bu bütün gün sürecek bir iş gibi görünüyor, yoga dersimi iptal etmem gerekecek.  Hey Ross!"
Ross, Merhaba.
Bay Treeger, Jasmine'e bugün yoga dersine gelemeyeceğimi söyler misin?
Ross, Elbette.
Bay Treeger, Namaste.
Ross, Namaste.
Ross, Aman Tanrım! Kapıya ne oldu?!
Joey, Yani fark edilir bir şey mi?
Ross," Bak, Rachel burada mı? Gerçekten onunla konuşmam gerek."
Phoebe, İkiniz zaten konuşmadınız mı?
Ross," Evet ama şey... Tamam, tamam bakın Rachel ve benim birlikte yattığımızı biliyorsunuz ama başka bir şey daha var.  Rachel hamile."
Joey,  Aman Tanrım!!! Buna inanamıyorum!!
Phoebe,  Aman Tanrım!!!
Ross, Çocuğumla.
Phoebe, Bu yepyeni bir bilgi!!
Ross, Zaten biliyorsun değil mi?
Phoebe, Biraz.
Joey, Nasılsın?
Ross, Tamam. Tamam. Yani iyi olacağım. Sadece bununla pek iyi başa çıktığımı düşünmüyorum.
Joey," Peki, ona ne dedin?"
Ross, Hiçbir şey. Ama prezervatif şirketinin şikayet departmanı bir sürü şey duydu. Ve sonra arkamı döndüğümde gitmişti.
Phoebe, Oh Ross.
Ross," Ama hey, savunmam için prezervatiflerin sadece %97 etkili olduğunu öğrendim."
Joey,  Ne?
Ross, Onu bulmam gerek.
Joey, Vay canına! Hey! Vay canına!! Dur! Ciddi misin?! Yani %3'lük bir zaman diliminde işe yaramıyorlar mı?! Ha? Bunu kutuya yazmalılar!
Ross, Görünüşe göre öyle.
Joey, Ne?!
Monica, Burada olduğumuza inanamıyorum.
Chandler, Şaka yapıyor olmalısın.
Monica, Ne?
Resepsiyon Görevlisi," Sana bir düğün hediyesi olarak, otel sana balayı süitini vermek istiyor."
Monica, Hayır!! Senbütün gün bizi becerdin!
Adam, Sen kimsin?
Chandler, Biz sadece on saniye sonrayız!
Monica, Evet! Birinci sınıf biletlerini çoktan aldın; lounge'ı da aldın! Yani biz de bedava şeyler almalıyız! Yani balayında olan tek kişi sen değilsin!
Kadın, Peki istersen süiti alabilirsin. Nerede kaldığımız umurumuzda değil. Birlikte aşkımızı kutlamak için buradayız. Bedava şeyler almak zorunda değiliz. Sadece birlikte olmak istiyoruz.
Chandler,  Eşyalara ihtiyacımız var.
Joey," Hey Monica, ben Joey. Bak, Phoebe ve ben senin dairenden gelen benzin kokusunu aldık."
Monica, Ne? Ciddi misin?!  Joey benzin kokusu alıyor!
Chandler, Başka ne var yeni?
Joey, Evet ve gidip kontrol edecektik ama anahtarlarımızı aldın.
Monica, Hadi bir şeyler yap! İçeri gir!
Joey, Nasıl? Sanırım kapını kırabilirim.
Monica, Evet! Bunu yap!
Joey, Ve-ve herhangi bir hasar için bizi suçlamayacaksın?
Monica, Hayır!  Bunu yapıyor musun?! Hiçbir şey duymuyorum! Hadi!
Joey," Tamam, tamam, kıracağım."
Phoebe," Ah, hey, merhaba, yapıyor. Kapıyı kırıyor.  Tamam, girdik."
Hemşire," Tamam Rachel, rahat mısın?"
Rachel,  Rahat olduğumu söylesem beni yargılar mıydın?
Hemşire, Doktor bir dakika içinde ultrasonunu çekmek için burada olacak.
Rachel," Tamam.  Aman Tanrım, eğer bunları Pottery Barn'da satsalardı..."
Ross, Merhaba!
Rachel,  Merhaba!
Ross," Şey, konuşmamız gerek."
Rachel," Şey-şey, hemen şimdi mi? Çünkü burada bir tür el fresco durumum var."
Ross," Lütfen, lütfen bugün erken saatlerde davrandığım şekilde özür dilemek istiyorum."
Rachel," Tamam Ross, sorun değil ama lütfen başımın yanında durabilir misin?"
Ross," Ne? Ah evet.  Özür dilerim. Yani, biraz çıldırdığımı düşünüyorum. Yani, kendimi düşünüyordum  gerçekten—seni düşünmem gerekirdi Rach..."
Rachel, Tamam. Baş Ross! Baş Ross! Baş Ross!
